x [Mpc],y [Mpc],z [Mpc],vx [km/s],vy [km/s],vz [km/s]
3.3863,5.9576,9.9117,-13.555,-116.79,14.322
3.4556,5.9547,9.8925,158.64,134.01,-246.43
3.4113,5.8643,9.8258,-94.382,-123.08,-19.423
3.797,6.2343,9.7651,-5.0115,-120.82,-79.518
3.5208,6.0262,9.9649,44.538,-214.65,51.278
3.575,6.021,9.8911,-181.03,127.6,138.02
3.2305,6.5798,9.7371,140.08,-161.38,27.247
3.0916,6.5258,9.7867,153.63,-174.07,-35.243
3.3048,6.0756,9.947,-51.032,-170.48,32.508
3.3606,6.0618,9.9729,11.617,52.867,141.24
3.4368,6.0529,9.9283,176.3,-205.49,-141.53
3.3956,6.1142,9.9912,-46.501,-48.317,-46.668
3.413,6.0554,9.9964,40.692,106.62,32.088
3.925,6.1616,8.0364,206.67,40.801,73.773
3.6582,6.2885,8.1455,-148.91,279.86,-190.89
3.8395,6.3167,8.1301,289.62,-177.65,194.56
3.8992,6.3634,8.1849,320.64,-131.22,274.12
3.7595,6.6872,8.4888,-109.42,-160.75,-213.98
3.7971,6.6518,8.0333,327.94,-112.68,71.836
3.7217,6.6073,8.1396,-69.526,-39.061,94.39
3.7089,6.5412,8.0228,131.34,-65.085,98.729
3.6282,6.6989,8.138,-81.626,214.66,392.29
3.5868,6.7384,8.1311,-239.66,-139.9,46.816
3.5913,6.5895,8.4392,163.85,-43.487,-87.766
3.6947,6.7978,8.0096,576.87,261.6,2.2571
3.4121,6.6218,8.015,236.51,118.48,62.613
3.3382,6.6616,8.0485,-298.2,-143.93,34.903
3.3074,6.2332,8.0451,-89.251,128.06,55.772
2.9774,6.0371,9.4941,-15.732,-12.955,68.729
2.8541,6.026,9.4477,-28.461,54.937,77.221
2.5625,7.0519,9.9013,213.17,12.302,29.499
2.7833,7.387,9.9046,177.92,-81.637,-25.407
2.7988,7.4169,9.9266,67.221,-69.247,96.079
2.7631,7.3267,9.8077,209.3,-53.578,-13.508
2.5835,7.6458,9.1335,13.947,-155.34,17.499
2.5563,7.5765,9.1982,92.998,-126.1,7.972
2.5913,7.6832,9.7471,79.078,-142.54,26.562
3.4386,7.3508,8.109,106.5,-54.539,67.064
3.2824,7.2427,8.0735,148.13,44.225,82.031
3.1854,7.0957,8.1119,203.28,-137.67,-63.416
3.6746,7.1877,8.0125,197.03,270.41,183.68
2.7612,7.5099,10.107,171.19,-44.899,33.753
2.9455,7.6225,10.888,16.13,-36.493,-60.952
2.6539,7.165,10.845,34.997,-110.84,1.9838
2.5029,7.0938,10.856,100.04,-69.932,19.283
2.4798,7.0957,10.832,39.754,-47.69,-110.47
2.2957,7.4794,10.381,175.2,-0.60989,-23.453
3.0305,6.1322,10.365,-24.727,-217.09,-88.058
3.4642,6.2595,10.013,71.167,-39.88,-72.693
3.2845,6.1615,10.118,239.94,-35.278,13.195
3.4598,6.0049,10.031,197.43,-207.41,44.015
3.571,6.1663,10.144,233.07,-145.61,43.71
3.5615,6.48,10.281,185.14,-35.908,85.94
3.0072,6.5052,10.349,246.47,-37.999,-13.932
3.1917,6.1001,10.55,264.76,-22.468,-53.157
2.7167,7.6938,11.113,27.376,-44.049,28.161
2.7116,7.7063,11.26,-29.952,-106.78,-123.59
2.4253,7.9569,11.586,34.659,-76.548,-85.968
2.4695,7.827,11.612,-120.06,-94.869,-110.69
2.3711,7.7698,11.795,-34.701,-46.291,-99.326
2.6183,7.6217,11.811,32.673,-36.786,-117.28
2.6063,7.9317,11.619,-168.33,32.869,-201.86
2.5765,7.9469,11.589,108.98,-94.971,-74.65
2.5663,7.9553,11.624,37.779,93.967,83.652
2.5446,7.9169,11.598,14.766,-39.261,-206.76
2.5483,7.9213,11.599,-179.75,-261.7,-9.4992
2.5291,7.9173,11.61,17.357,-60.413,127.48
2.5813,7.9557,11.639,229.73,-125.62,-17.502
2.5967,7.8983,11.679,-41.32,-170.94,-110.56
2.5678,7.8326,11.685,50.504,-47.158,-155.81
2.6053,7.8447,11.709,131.93,-23.335,-94.956
5.7455,7.82,8.5037,-34.28,-7.4489,51.253
5.7846,7.9627,8.1423,-87.652,-61.224,112.41
5.9844,7.0889,9.5033,-116.68,-78.911,-75.57
4.998,6.2975,9.325,-21.856,-73.246,-51.202
4.9042,6.278,8.0997,-201,32.557,12.082
4.7711,6.7715,8.3926,-141.49,-92.319,-65.231
4.9291,6.7944,8.5218,-162.15,-99.216,-78.014
4.0637,6.9031,8.0102,-336.67,-219.44,4.4235
4.4019,6.7219,8.1521,-201.61,-198.4,57.556
4.7026,6.5853,9.3978,-150.18,-32.266,-51.032
4.7825,6.5512,9.5006,-121.72,-142.44,44.5
4.6457,6.3167,9.4652,-120.53,7.7155,-11.283
4.7465,6.4758,9.4967,-124.5,-63.124,7.4409
4.6708,6.4267,9.3827,-125.63,-124.78,-89.708
4.8018,6.3467,9.4501,-104.55,13.578,-40.199
4.7509,6.4474,9.5034,-256.63,-24.657,23.035
4.8061,6.5035,9.4422,-300.14,-23.385,-97.482
4.8895,6.4409,9.5231,-197.51,-3.8979,-18.984
4.9308,6.4926,9.5285,-59,-133.74,-119.38
4.077,5.8961,9.7457,-214.37,-19.87,-89.416
4.8992,5.0327,9.7734,-157.85,13.087,37.584
4.7403,4.4816,8.4032,59.745,82.967,-19.637
4.7286,4.5051,8.3355,-28.183,59.973,41.251
4.3782,4.9457,9.6965,-123.11,31.582,43.689
4.093,4.6543,10.385,-0.83833,93.857,105.36
4.1926,4.843,10.857,-8.6746,106.23,109.97
4.0311,4.7109,11.978,92.569,-47.033,64.652
4.1294,4.7954,12.008,80.935,39.547,81.197
4.0995,4.9631,11.296,44.487,39.509,-80.356
4.8003,5.6564,10.745,-132.43,-95.245,23.349
4.8075,5.6387,10.731,-145.35,44.165,110.91
4.7634,5.6848,10.713,-133.34,-80.279,21.033
4.7766,5.7,10.707,-176.3,-121.51,2.5508
4.7873,5.7347,10.736,-133.87,-35.466,-90.246
5.4812,4.6764,11.928,-170.79,-50.202,105.8
6.5206,5.9034,10.754,-139.74,-44.74,-4.3704
7.7793,5.1337,11.476,-116.44,-21.175,44.902
6.1465,4.9635,9.2304,-140.58,-4.5654,15.279
7.4719,5.0283,9.0544,-122.42,-9.2219,6.183
6.623,6.5503,8.2185,-132.12,34.017,18.504
6.2392,7.6029,8.6949,-51.006,-95.52,0.65377
6.2389,7.9261,8.3648,-193.74,-78.235,-9.5346
6.192,7.8925,8.182,-209.4,-21.17,79.516
6.3879,7.7532,8.328,-40.545,-101.13,-52.141
6.3688,7.6455,8.4216,-279.75,-55.442,2.3256
6.286,7.66,8.4045,-137.27,98.496,-46.656
6.307,7.6863,8.4681,-3.5278,146.89,62.919
6.2991,7.5903,8.3446,-89.463,61.566,59.998
6.3381,7.6001,8.2716,-64.645,-203.21,110.5
6.218,7.6035,8.2755,-286.47,54.79,6.8495
6.185,7.5927,8.3746,6.4342,-257.36,73.055
6.1929,7.5682,8.3699,-276.15,6.7701,-195.16
6.2057,7.5565,8.3728,-89.276,156.45,-149.91
6.2065,7.5517,8.3687,-43.333,-300.41,-91.419
6.2315,7.5635,8.3324,-291.58,-105.3,105.06
6.2361,7.604,8.4114,72.763,-83.896,41.248
6.2256,7.5941,8.3862,-259.85,-21.826,4.3144
6.1239,7.5751,8.3912,26.205,-153.74,93.734
6.2416,7.496,8.3386,-4.6201,84.282,-67.791
6.1048,7.4514,8.1827,-24.991,75.674,-58.157
6.3845,7.3553,9.0019,-130.92,38.721,-87.569
6.3829,7.2917,8.8153,-145.61,43.297,-53.16
6.8655,7.7981,8.3904,-197.57,-99.858,61.661
6.8426,7.7935,8.4488,-149.42,-13.606,-4.4704
6.9844,7.5286,8.5333,-185.4,-16.255,58.693
7.227,7.6058,8.5239,-263.93,37.984,-100.15
7.1701,7.6105,8.4755,-196.3,-49.873,105.69
7.172,7.6191,8.4725,-115.79,-50.941,-258.69
7.0891,7.5478,8.4713,-133.51,21.238,23.859
7.7822,7.4541,8.6489,-155.74,-51.598,-52.498
7.3568,7.3999,9.1993,-134.53,35.486,-33.782
7.2716,7.5826,10.423,-96.227,-64.315,-32.657
6.909,7.1086,10.241,-109.86,-43.204,-35.862
6.1466,6.2768,10.257,-146.96,-16.846,-0.16159
7.9657,6.8659,12.785,-80.144,-26.686,-4.7503
6.3268,7.3278,13.572,-154.38,-58.225,17.845
6.6674,6.904,13.848,-146.82,-52.886,68.339
7.3275,7.3801,13.467,-138.67,-40.809,14.962
7.197,7.2557,13.614,-135.12,-65.365,-31.66
7.6257,7.5399,13.302,-89.379,-77.468,46.322
6.3803,6.8262,14.047,-147.63,-94.442,25.11
6.5091,7.8861,14.319,-162.65,-34.141,5.5162
6.5401,7.9266,14.466,-181.27,-65.185,20.779
5.4105,7.0189,14.937,-20.615,-178.6,86.039
5.4974,7.4108,14.814,-43.567,-57.352,-69.626
5.8143,7.882,15.093,-106.98,-269.31,-30.274
5.6405,7.7951,15.194,-50.918,-0.77996,-13.766
5.7327,7.87,15.259,-62.98,59.042,29.328
5.6834,7.8118,15.261,-259.98,-64.033,-26.438
5.5444,7.8743,15.406,-0.4121,-56.34,37.231
5.7023,7.7114,15.272,-63.069,-104.18,76.73
5.7814,7.9689,15.356,56.34,-254.37,-167.27
5.7548,7.9385,15.335,-6.8938,182.87,-44.111
5.829,7.9858,15.326,-87.79,-199.95,27.507
5.8997,7.9921,15.305,7.1742,-19.787,20.365
5.9124,7.9723,15.449,-90.656,-146.32,-113.29
5.8012,7.8639,15.59,-175.12,-287.82,-32.185
5.2888,7.5431,15.52,0.19436,-52.699,-125.21
5.6124,7.4887,15.529,-20.471,-45.859,-124.09
5.7328,6.2852,14.757,-67.509,-179.41,-45.098
5.5658,6.1853,14.413,-141.94,-172.49,58.258
5.9434,6.5988,14.189,-136.96,-127.52,95.737
5.7429,6.7769,14.948,-19.494,-125.54,-76.789
5.3045,6.6042,14.884,22.461,-174.52,10.256
5.0744,6.8196,14.577,-44.725,-167.89,-92.923
5.161,6.2875,14.227,-99.931,-206.05,-51.089
5.199,6.226,14.152,-172.81,-158.31,-21.918
4.833,6.1533,14.796,-164.52,-195.39,102.56
4.8405,6.1187,14.811,-182,-278.92,17.674
4.9757,6.267,14.532,-210.75,-198.98,46.43
4.8482,6.8606,14.883,-141.27,-129,21.152
4.1024,6.7511,14.659,64.778,-147.42,-13.295
4.8875,6.4149,15.934,-146.6,-100.53,-104.43
4.2578,5.4052,13.013,-93.994,-183.66,66.41
4.1393,5.5206,12.977,18.091,-168.03,0.19309
4.2117,5.9306,12.665,19.512,-182.5,-15.368
5.7531,5.0886,13.677,-219.85,-126.59,73.089
5.6122,4.8881,13.038,-215.3,-98.021,27.926
5.6966,4.6027,12.095,-195.03,-76.392,67.017
4.9186,4.3536,12.598,-172.85,-71.594,157.74
4.274,4.5597,12.486,-156.43,-68.452,155.18
4.3869,4.1695,12.812,-129.65,-141.44,184.71
4.2807,4.1655,12.874,-158.96,-104.61,182.7
4.473,4.1113,12.824,-136.69,-132.96,104.2
4.8879,4.0323,14.306,7.4505,-321.3,101.08
4.8013,4.7107,14.368,-63.471,-57.247,-31.434
4.9004,4.7774,14.347,-86.545,-125,-12.221
4.2076,4.5359,14.246,-150.72,-143.29,-51.057
4.3081,4.9414,14.631,281.75,-165.39,-93.452
4.5974,4.9385,14.862,-93.75,-146.18,190.6
4.8661,4.9623,14.841,69.038,-128.36,-131.5
4.8337,4.9035,14.62,-118.64,-152.73,-44.625
4.8619,4.9241,14.545,-194.83,-272.42,-28.608
4.786,4.9157,14.574,156.52,-191.9,165.17
4.7813,4.92,14.611,-92.786,-245.86,117.89
4.7794,4.9248,14.618,40.949,-525.34,-100.91
4.7792,4.9197,14.614,150.84,33.065,-183.49
4.7663,4.9841,14.581,31.745,-108.58,-116.03
4.7398,4.8887,14.559,-16.555,-153.13,-128.08
4.7264,4.9887,14.6,-81.577,-366.66,157.5
4.7155,4.9818,14.596,-110.21,-285.08,-76.782
4.7203,4.8441,14.645,35.614,-113.8,24.538
4.7059,4.8796,14.514,-343.62,2.7732,-3.7854
4.9501,4.6196,14.577,44.546,-90.054,-136.76
4.7706,4.7433,14.975,-10.792,-342.7,-1.31
4.4015,4.2066,14.753,303.08,-179.53,-126.26
4.8409,4.802,15.077,-2.9033,-339.95,50.751
4.1095,5.4613,15.585,-25.255,-135.84,-45.42
4.148,5.9912,15.82,216.98,-115.72,-23.241
4.2446,5.9442,15.75,201.95,-162.31,15.733
4.1032,5.1029,14.862,231.1,-105.15,-104.83
4.1158,5.0859,14.895,299.47,-146.14,-102.61
4.1491,5.0575,14.861,132.16,-117.51,-29.271
4.1641,5.1122,14.855,163.91,-179.3,-130.56
4.2009,5.3164,14.618,48.145,-205.17,-112.72
4.7458,5.2182,14.574,-67.617,-190.87,-94.222
4.8471,5.4142,14.581,107.63,-142.69,-172.27
4.8423,5.4166,14.568,-134.42,-223.77,-67.779
4.7688,5.3094,14.572,-56.929,-5.7931,-231.67
4.778,5.3041,14.577,-164.73,85.557,-21.122
4.9638,5.333,14.576,-170.12,-82.84,-35.853
4.8752,5.4464,14.621,-364.1,-314.83,90.361
4.8541,5.0893,14.579,-143.36,-42.147,56.303
4.7482,5.227,14.385,-57.377,-211.73,-50.444
4.7589,5.2419,14.487,-189.03,-317.03,127.84
4.7374,5.2529,14.366,-86.885,-131.04,28.838
4.727,5.2287,14.466,183.78,-265.93,99.674
4.6884,5.2344,14.484,-259.21,-268.66,-123.82
4.7374,5.2125,14.465,-50.138,-510.85,1.2078
4.6324,5.2572,14.5,-69.474,-410.55,1.8492
4.7947,5.3785,14.156,-123.54,-156.68,114.3
4.8599,5.354,14.317,-121.16,-140.53,216.8
4.8165,5.2597,14.354,-161.1,-402.54,-146.16
4.8404,5.2734,14.366,13.136,-319.05,195.78
4.8278,5.2741,14.382,-145.3,-166.15,159.02
4.8283,5.3506,14.34,-230.86,-45.375,165.81
4.7599,5.271,14.368,-117.38,-324.7,4.6295
4.7745,5.2821,14.374,-271.66,-335.37,-190.67
4.7953,5.2988,14.355,-103.33,-485.3,-69.467
4.7687,5.4285,14.385,-39.634,-282.35,97.144
4.8725,5.4152,14.41,39.612,-163.06,-113.22
4.8459,5.3931,14.475,-163.57,-257.62,138.02
4.8931,5.4375,14.455,-286.51,-15.62,142.62
4.9291,5.4631,14.455,5.8669,-160.04,98.876
4.8952,5.5033,14.409,-277.69,-33.531,-101.73
4.8727,5.5063,14.451,-187.91,-102.27,111.97
4.8447,5.6139,14.409,-215.87,-99.412,81.684
4.8701,5.9149,14.898,94.973,-301.58,-76.122
4.8212,5.9168,14.912,-80.44,-157.06,32.189
5.0396,5.4441,14.093,-4.1443,-67.236,82.092
5.0106,5.1929,14.288,-77.035,-10.813,0.17586
5.1045,4.8096,15.831,-246.09,-125.83,-113.3
5.0121,4.7563,15.753,-188.22,-135.41,-118.72
5.0295,4.7025,14.682,-3.3606,-111.88,-187.93
6.1941,4.8417,13.042,-198.07,-74.929,120.13
6.1777,4.8423,13.064,-241.23,-86.524,-39.214
7.3403,4.3974,12.661,-156.56,-47.936,52.506
7.1388,2.1848,12.803,-305.48,28.92,-32.037
7.1634,2.1746,12.815,-166.98,-9.9337,88.225
7.2941,2.1643,12.806,-254.57,11.006,126.05
7.3033,2.0282,12.729,-190.71,-30.502,-35.723
7.0551,2.0126,12.671,-220.58,-14.726,-40.962
7.0776,2.3535,12.742,-78.616,31.698,88.982
7.1228,2.3042,12.753,-188.44,-17.681,-57.083
6.9907,2.1157,12.637,-132.37,13.5,-3.2234
6.0181,2.523,13.526,-219.94,-5.2005,60.518
6.2271,2.4408,13.357,-245.87,22.347,95.048
6.0693,2.564,13.434,-260.56,61.005,122
6.8226,2.1844,13.504,-199.41,43.121,55.56
7.8582,3.1959,13.111,-178.39,-62.183,-32.589
7.1253,2.8988,14.303,-246.19,-63.946,-38.041
6.905,2.1161,14.148,-235.04,77.039,8.2448
5.0055,3.3695,14.274,9.9119,-83.278,-406.09
5.0023,3.3645,14.267,-190.56,197.63,-246.84
5.0686,3.3109,14.417,-96.455,16.759,361.9
5.0721,3.2518,14.308,61.725,-64.681,298.5
5.4378,3.1711,14.732,140.35,94.154,-217.14
5.0449,3.45,14.627,-131.48,-168.73,346.76
5.2476,3.3554,15.208,242.12,183.13,30.855
5.005,2.6113,15.584,-413.9,-37.004,133.39
5.0389,2.5625,15.294,-334.66,214.49,-346.55
5.1344,2.6517,15.488,69.065,-59.89,-137.27
5.8324,2.1193,15.22,-320.97,143.93,-8.1925
5.6549,2.1906,14.033,-333.76,22.453,-36.999
5.7126,2.2481,14.012,-299.85,74.835,9.3623
5.7308,2.2462,14.071,-345.58,24.808,92.875
5.5917,2.2513,14.046,-403.69,123.95,41.591
5.0806,2.5455,14.798,107.07,94.74,118.49
5.1306,2.5228,14.844,127.24,-58.502,81.522
5.1456,2.8371,14.735,-19.34,-96.029,-305.85
5.4881,2.4017,14.396,-412.37,95.254,-30.872
5.0452,2.4061,14.687,-197.56,199.66,55.654
5.1183,2.1798,14.92,-207.03,34.204,-379
4.5106,2.3686,14.841,40.188,63.165,-251.54
4.5013,2.3636,14.785,12.447,81.891,-325.55
4.8233,2.3262,14.931,112.23,455.57,226.75
4.8171,2.4578,14.633,-171.55,120.68,32.011
4.8515,2.1957,14.692,-129.57,-363.41,-51.184
4.8306,2.6604,14.42,-275.57,168.13,-54.915
4.6687,2.7455,14.11,-211.26,-166.52,192.82
4.5466,2.6642,14.387,270.27,-33.109,-271.22
4.5169,2.9967,14.087,165.9,-530.13,444.46
4.5305,2.9849,14.06,127.77,-286.04,368.86
4.5151,2.9348,14.024,142.7,-321.05,486.92
4.6095,2.8306,14.228,-233.9,23.181,-234.13
4.99,2.908,14.084,231.28,-243.12,64.306
4.8084,2.8979,14.859,-424.94,-226.56,-491.98
4.8949,2.6383,14.827,-254.88,200.61,177.63
4.7836,2.7175,14.989,-318.24,170.61,-57.12
4.9242,2.5846,14.531,-442.01,75.729,35.268
4.5369,2.5353,14.612,-40.054,59.793,-123.65
4.5891,2.5523,14.873,-93.283,-77.122,202.58
4.5203,2.6113,14.87,-1.2245,-308.01,-21.822
4.503,2.5143,14.966,-221.93,-177.9,-168.88
4.7192,2.7035,14.796,104.69,-103.94,-478.82
4.7101,2.7219,14.909,-272.63,-84.159,-358.6
4.7272,2.6698,14.973,28.412,0.47061,9.0581
4.5737,2.7366,14.888,-780.12,158.49,-97.302
4.5752,2.7186,14.904,-164.9,132.09,-509.91
4.5304,2.6732,14.96,-3.6305,409.85,330
4.5162,2.6623,14.971,-16.352,-19.209,49.962
4.5495,2.7443,14.857,-370.12,652.87,75.239
4.5211,2.6886,14.861,-211.84,177,-16.861
4.6013,2.7144,14.878,-700.36,169.32,-387.73
4.5361,2.7147,14.763,-213.03,-29.093,-55.606
4.5588,2.853,14.813,50.145,325.54,-413.18
4.5363,2.8723,14.789,351.05,47.045,424.06
4.588,2.7882,14.871,-343.01,117.91,-179.54
4.5691,2.7936,14.878,-283.82,714.54,-632.21
4.5531,2.8343,14.852,-310.71,-88.164,-248.1
4.5467,2.8432,14.873,-509.15,-235.46,630.82
4.5394,2.7973,14.849,-411.29,298.69,-598.73
4.5061,2.7766,15,199.27,-126.15,-421.43
4.5278,2.7822,14.986,321.94,88.127,-748.84
4.5405,2.8032,14.99,93.63,450.6,25.027
4.5345,2.7987,14.988,175.37,28.183,158.55
4.5304,2.7941,15.001,-95.127,-79.608,-359.02
4.5298,2.808,15.007,334.79,167.51,-67.507
4.5036,2.8087,14.96,262.13,14.383,-15.125
4.5408,2.8235,15.009,127.07,-420.46,316
4.5419,2.8642,14.962,257.72,301.35,-105.77
4.5741,2.8391,14.936,-82.5,-249.63,-316.88
4.574,2.8238,14.992,432.42,-27.573,289.63
4.5649,2.8094,14.961,313.06,34.597,-497.74
4.5699,2.789,14.952,522.65,-20.103,-18.114
4.621,2.7873,14.983,-422.95,-279.2,-639.66
4.7338,2.8043,14.908,-300.01,156.3,-11.553
4.6308,2.8813,14.838,-266.02,227.42,-192.85
4.6283,2.9443,14.973,350.5,-239,-196.04
4.6334,2.9897,15.001,-279.35,-137,87.997
4.5619,2.8905,14.961,-156.84,349.32,-702.91
4.5881,2.8813,14.987,183.24,187.49,-179.23
4.543,2.9166,14.897,3.4699,352.29,-147.22
4.522,2.9071,14.996,127.16,326.5,-226.8
4.4979,2.9203,14.95,-90.497,180.91,-401.16
4.5099,2.9912,14.931,-179.69,-23.919,-308.14
4.5071,2.9605,14.902,-141.54,664.01,-317.45
4.5631,2.9451,14.856,-432.09,-70.43,-199.9
4.6027,2.9293,14.809,-51.006,367.66,1.6514
4.5306,2.8913,14.797,-421.72,-105.46,7.0427
4.5781,2.9028,14.651,-225.32,-164.47,109.53
4.658,2.9723,14.757,-185.35,-205.15,13.093
4.6571,2.9797,14.735,-90.187,154.91,-417.26
4.6105,2.8558,14.755,-96.994,-19.873,118.71
4.6358,2.8575,14.558,-505.39,158.86,408.88
4.3004,2.9877,14.573,-10.283,-278.19,196
4.3616,2.8254,14.611,22.41,-404.4,172.61
4.3308,2.823,14.603,-607.83,-77.824,-80.031
4.2895,2.8497,14.736,-345,-100.1,189.96
4.3781,2.9134,14.872,569.07,391.85,-72.441
4.4536,2.8918,14.971,-360.62,-385.03,-367.57
4.4387,2.8946,14.984,-318.91,150.11,480.8
4.4713,2.8972,14.943,-121.02,108.98,-41.97
4.4931,2.89,14.947,-94.46,-484.1,507.84
4.4431,2.889,14.891,-57.268,107.77,-358.72
4.4154,2.8887,14.925,-677.65,492.03,-317.05
4.4055,2.9382,14.895,-130.27,56.816,-49.461
4.3552,2.909,14.995,48.12,116.22,66.091
4.3345,2.8825,14.932,-211.15,3.6749,200.41
4.3575,2.9841,14.802,31.653,-32.865,90.686
4.3571,2.8733,14.811,-561.22,-226.4,-494.08
4.3334,2.8723,14.848,-88.698,13.773,58.068
4.3525,2.8486,14.824,-174.45,229.58,-76.215
4.3118,2.8107,14.919,268.98,234.08,5.7446
4.3123,2.8036,14.961,302.41,276.57,-75.43
4.2483,2.8164,14.985,-54.966,121.34,72.307
4.2862,2.8395,15.003,667.13,398.46,311.8
4.2696,2.8587,14.992,367.39,-14.325,89.813
4.3513,2.8466,14.925,215.73,228.4,47.731
4.3161,2.8128,15.008,210.21,169,376.63
4.4259,2.8039,14.913,-135.74,156.77,-732.11
4.4207,2.765,14.936,-145.31,9.7844,-244.1
4.4018,2.7566,14.959,-160.33,0.64252,118.14
4.3784,2.7707,14.999,-127.91,2.3023,298.37
4.419,2.7564,14.953,-76.721,-738.59,-311.01
4.381,2.7923,14.965,-472.53,-117.47,-691.55
4.429,2.8185,14.937,482.2,-170.48,87.612
4.4453,2.8691,14.936,-177.76,101.12,-22.569
4.4657,2.8617,14.916,373.67,886.56,-321.21
4.4607,2.8696,14.92,-260.79,-342.32,-383.16
4.4524,2.8425,14.906,-186.23,-92.641,15.198
4.4389,2.8421,14.93,-433.12,-436.86,418.25
4.4792,2.8466,14.914,253.32,-307.29,171.61
4.4701,2.8524,14.937,-975.7,129.11,-170.7
4.4642,2.8478,14.955,-572.95,-348.05,131.04
4.4659,2.8623,14.967,-711.23,239,-445.73
4.4319,2.8649,14.961,-514.52,12.707,190.92
4.4563,2.8778,14.958,-74.512,304.28,-18.775
4.4303,2.8515,14.966,-547.82,147.98,83.619
4.4626,2.8365,14.953,-71.401,-10.099,-28.177
4.4557,2.8313,14.96,-25.569,-741.45,-355.63
4.4587,2.8333,14.962,-149.99,135.99,-796.98
4.449,2.8127,14.98,-108.03,-533.66,734.58
4.4445,2.8204,14.997,28.524,460.37,-523.12
4.4468,2.8285,14.998,-207.85,857.26,-174.82
4.4477,2.8255,15.01,144.67,86.273,89.473
4.4579,2.8248,14.998,154.22,11.158,85.197
4.4873,2.8306,14.994,-204.88,-178.54,-582.64
4.4741,2.841,14.969,269.37,702.6,-929.56
4.4698,2.8386,14.959,127.01,94.593,317.69
4.4843,2.8177,14.987,-328.66,208.31,-164.05
4.4779,2.7984,14.985,-392.98,-495.68,-270.25
4.4627,2.8022,14.989,628.95,-171.81,7.1894
4.4846,2.7905,14.987,-333,730.95,-160.03
4.4637,2.7854,14.968,-784.14,385.34,-344.18
4.4916,2.7547,14.945,525.4,-123.77,416.82
4.4575,2.7811,14.933,59.702,-233.99,-103.13
4.4473,2.8141,14.946,-39.122,595.11,-47.265
4.4503,2.8131,14.942,250.38,37.808,-86.261
4.4498,2.8038,14.894,-222.55,-492.75,625.25
4.4732,2.7768,14.894,-101.48,343.85,156.59
4.4816,2.7706,14.886,47.245,-162.59,824.92
4.478,2.786,14.872,139.25,-192.51,743.34
4.485,2.8384,14.875,-234.11,362.88,-760.88
4.4453,2.8158,14.882,238.95,-217.48,898.46
4.4367,2.8318,14.863,227.7,-155.2,846.49
4.4105,2.8496,14.843,239.99,395.12,-654.84
4.3939,2.8134,14.859,133.5,220.67,216.52
4.3857,2.779,14.883,160.51,-87.643,168.78
4.431,2.7678,14.872,-9.9969,14.736,-194.24
4.4731,2.8298,14.779,68.651,-125.57,-153.87
4.4492,2.7758,14.79,106.22,-301.66,642.21
4.4783,2.739,14.987,32.991,-318.42,528.87
4.4509,2.7436,14.952,-254.43,294.49,39.836
4.4508,2.7545,14.974,-138.66,458.54,260.78
4.4942,2.6773,14.926,-219.88,-496.55,384.81
4.4886,2.6633,14.922,-101.65,-230.35,-130.63
4.4419,2.6666,14.948,96.182,-209.1,178
4.4108,2.7352,14.954,101.97,465.93,-171.55
4.4133,2.756,14.952,649.77,514.01,-313.66
4.4117,2.7368,14.951,-61.511,-142.25,170.39
4.4252,2.7369,14.999,-420.86,644.45,-489.39
4.3931,2.7565,14.937,-108.56,659.16,-122.45
4.3726,2.7219,14.963,124.38,80.337,-111.69
4.3007,2.6589,14.814,389.27,56.486,-34.066
4.3026,2.5734,14.874,546.92,85.599,162.76
4.3395,2.613,14.626,54.34,-233.07,314.89
4.1946,2.7465,14.717,-447.3,290.82,-211.12
4.0853,2.7288,14.696,178.42,-278.27,337.64
4.0873,2.6761,14.725,148.65,95.825,95.497
4.0409,2.5853,14.951,-277.58,-34.364,-81.312
4.206,2.7276,14.909,132.32,268.33,-75.884
4.1639,2.7023,14.956,36.665,25.571,131.35
4.2156,2.852,14.964,341.58,444.72,97.193
4.2294,2.8165,14.969,-59.077,103.4,334.23
4.2003,2.7697,14.893,414.93,-22.016,264.94
4.2303,2.9537,14.967,483.18,-158.96,172.47
4.1774,2.9348,14.954,-203.19,191.45,121.35
4.1808,2.945,14.999,-61.752,79.101,553.23
4.1941,2.8432,14.656,-30.114,-401.51,443.1
4.1946,2.7642,14.723,300.14,272.75,-65.581
4.2248,2.7598,14.732,337.85,331.48,-111.02
4.1957,2.874,14.616,-68.118,-310.15,366.62
4.0452,2.9775,14.448,-144.37,-330.01,341.09
4.0504,2.9663,14.365,-3.6954,370.62,-390.65
4.1778,2.87,14.251,-103.03,273.13,-157.38
4.3659,2.8305,14.118,27.82,-86.693,337.41
4.3773,2.8401,14.221,-280.36,-245.62,123.07
4.454,2.7782,14.2,-64.819,-131.22,166.5
4.4531,2.7864,14.115,6.6125,-170.64,200.42
4.3898,2.7791,14.095,-286.56,-89.183,171.15
4.3915,2.8153,14.094,-0.80264,-116.27,174.68
4.3641,2.9909,14.398,-23.863,138.8,-101.42
4.4799,2.8585,14.437,-237.01,-72.619,-43.887
4.4532,2.7346,14.266,-204.66,-392.67,110.66
4.2989,2.7135,14.505,248.92,-277.17,267.21
4.3124,2.5444,14.281,-59.89,-47.635,-139.64
4.4058,2.6964,14.031,113.51,-80.034,183.08
4.4748,2.7349,14.196,-85.836,-108.5,90.415
4.4895,2.7271,14.188,97.117,-232.7,203.81
